"FishCode","FishDesc","Consigned","Sold","LowPrice","AvgPrice","HighPrice","MonthNum","YearNum"
"CADS","Cod | scrod","16","10","0","1.5","1.5","9","2017"
"HDDL","Haddock | large","4568","4568","1.29","2.36","3.97","9","2017"
"HDDP","Haddock | snapper","3663","1843","0","0.69","1.21","9","2017"
"HDDS","Haddock | scrod","24718","20966","0","1.39","1.86","9","2017"
"CADM","Cod | market","2808","2477","0","3.07","4.71","10","2017"
"CADS","Cod | scrod","3","0","0","0","0","10","2017"
"HDDL","Haddock | large","6211","5011","1.46","2.16","3.47","10","2017"
"HDDP","Haddock | snapper","3242","998","0","0.46","0.71","10","2017"
"HDDS","Haddock | scrod","29284","28451","0","0.97","1.81","10","2017"
"CADM","Cod | market","640","640","2.53","3.41","3.97","11","2017"
"HDDL","Haddock | large","4216","3716","1.43","2.06","2.87","11","2017"
"HDDP","Haddock | snapper","373","141","0","0.82","1.16","11","2017"
"HDDS","Haddock | scrod","15937","13014","0","1.17","2.22","11","2017"
"CADM","Cod | market","1901","1901","2.41","3.68","6.16","12","2017"
"HDDL","Haddock | large","4456","4176","2.02","3.49","4.62","12","2017"
"HDDP","Haddock | snapper","6400","6317","0","0.68","1.01","12","2017"
"HDDS","Haddock | scrod","29701","26900","0.82","1.57","2.61","12","2017"
"CADM","Cod | market","11217","11217","2.01","2.66","3.52","1","2016"
"CADS","Cod | scrod","1179","1179","1.33","1.99","2.5","1","2016"
"HDDL","Haddock | large","10998","9789","0","2.4","3.14","1","2016"
"HDDP","Haddock | snapper","1946","1877","0","1.22","1.38","1","2016"
"HDDS","Haddock | scrod","30058","29729","0","1.9","2.86","1","2016"
"CADM","Cod | market","17809","11784","0","1.75","3.37","2","2016"
"CADS","Cod | scrod","70","42","0","1.25","1.44","2","2016"
"HDDL","Haddock | large","6243","5840","0","2.02","3.67","2","2016"
"HDDP","Haddock | snapper","965","915","0","1.26","1.48","2","2016"
"HDDS","Haddock | scrod","16773","16605","0","1.56","2.37","2","2016"
"CADM","Cod | market","12389","11189","1.88","2.62","4.27","3","2016"
"CADS","Cod | scrod","153","153","1.4","1.97","2.3","3","2016"
"HDDL","Haddock | large","2675","2675","2.15","2.74","3.67","3","2016"
"HDDP","Haddock | snapper","279","252","0","1.07","1.42","3","2016"
"HDDS","Haddock | scrod","4561","4381","0","1.97","2.52","3","2016"
"CADM","Cod | market","26057","9645","0","2.43","3.47","4","2016"
"CADS","Cod | scrod","276","115","0","1.62","1.8","4","2016"
"HDDL","Haddock | large","2971","2971","2.59","3.32","4.97","4","2016"
"HDDP","Haddock | snapper","739","713","0","1.21","1.73","4","2016"
"HDDS","Haddock | scrod","9697","9302","0","2.92","3.77","4","2016"
"CADM","Cod | market","5620","2251","1.56","2.47","4.11","5","2016"
"CADS","Cod | scrod","205","5","0","2.96","2.96","5","2016"
"HDDL","Haddock | large","3609","3609","2.16","2.79","4.02","5","2016"
"HDDP","Haddock | snapper","647","601","0","0.77","1.15","5","2016"
"HDDS","Haddock | scrod","12584","12584","1.3","1.66","2.35","5","2016"
"CADM","Cod | market","2483","2483","2.25","3.22","4.27","6","2016"
"CADS","Cod | scrod","102","102","1.34","2.28","2.46","6","2016"
"HDDL","Haddock | large","2467","2193","2.42","3.15","4.22","6","2016"
"HDDP","Haddock | snapper","1046","901","0","1.07","1.55","6","2016"
"HDDS","Haddock | scrod","9990","9990","1.26","2.02","3.27","6","2016"
"CADM","Cod | market","4706","4706","2.65","3.5","4.36","7","2016"
"CADS","Cod | scrod","45","31","0","2.35","2.5","7","2016"
"HDDL","Haddock | large","2158","2158","2.11","2.7","4.02","7","2016"
"HDDP","Haddock | snapper","776","619","0","0.86","1.11","7","2016"
"HDDS","Haddock | scrod","8233","7859","0","1.51","2.04","7","2016"
"CADM","Cod | market","8490","3759","0","2.82","3.42","8","2016"
"CADS","Cod | scrod","276","254","0","1.23","2.31","8","2016"
"HDDL","Haddock | large","4193","3293","1.38","2.54","3.57","8","2016"
"HDDP","Haddock | snapper","1314","1116","0","1.11","1.83","8","2016"
"HDDS","Haddock | scrod","14541","14505","0","1.93","3.02","8","2016"
"CADM","Cod | market","6002","3274","0","2.47","3.47","9","2016"
"CADS","Cod | scrod","69","11","0","1.08","1.08","9","2016"
"HDDL","Haddock | large","4755","4286","0","2.3","3.12","9","2016"
"HDDP","Haddock | snapper","2863","2859","0","1.06","1.56","9","2016"
"HDDS","Haddock | scrod","15984","15975","0","1.81","2.64","9","2016"
"CADM","Cod | market","3075","3038","0","2.75","4.02","10","2016"
"CADS","Cod | scrod","3","3","1.56","1.56","1.56","10","2016"
"HDDL","Haddock | large","5562","5182","0","2.45","5.02","10","2016"
"HDDP","Haddock | snapper","2428","2369","0","0.59","1.06","10","2016"
"HDDS","Haddock | scrod","12886","10764","0","1.51","2.42","10","2016"
"CADM","Cod | market","1781","1512","0","3.02","3.72","11","2016"
"HDDL","Haddock | large","7314","6414","1.6","2.22","2.95","11","2016"
"HDDP","Haddock | snapper","3597","3520","0","0.84","1.53","11","2016"
"HDDS","Haddock | scrod","18447","18428","0","1.77","2.67","11","2016"
"CADM","Cod | market","3685","3531","0","3.24","5.76","12","2016"
"CADS","Cod | scrod","8","2","0","1.51","1.51","12","2016"
"HDDL","Haddock | large","9025","9025","1.97","3.05","4.17","12","2016"
"HDDP","Haddock | snapper","8550","8514","0","1.16","1.59","12","2016"
"HDDS","Haddock | scrod","23046","22560","0","2.26","3.97","12","2016"
"CADM","Cod | market","14822","10132","1.53","2.05","5.01","1","2015"
"CADS","Cod | scrod","71","69","0","1.56","2.22","1","2015"
"HDDL","Haddock | large","4051","4051","1.77","2.51","5.62","1","2015"
"HDDP","Haddock | snapper","31","11","0","1.08","1.19","1","2015"
"HDDS","Haddock | scrod","1292","1292","1.07","1.85","2.59","1","2015"
"CADM","Cod | market","8931","8931","2.02","2.56","4.52","2","2015"
"CADS","Cod | scrod","359","356","0","1.85","2.49","2","2015"
"HDDL","Haddock | large","4992","4992","2","2.66","4.37","2","2015"
"HDDP","Haddock | snapper","637","637","0.71","1.43","2.36","2","2015"
"HDDS","Haddock | scrod","17307","17293","0","2.27","3.72","2","2015"
"CADM","Cod | market","24279","21828","0","2.28","4.37","3","2015"
"CADS","Cod | scrod","359","353","0","1.86","2.47","3","2015"
"HDDL","Haddock | large","6372","6372","1.49","2.42","5.27","3","2015"
"HDDP","Haddock | snapper","395","339","0","1.46","1.75","3","2015"
"HDDS","Haddock | scrod","21678","21621","0","1.93","2.32","3","2015"
"CADM","Cod | market","24783","23283","1.57","2.21","4.12","4","2015"
"CADS","Cod | scrod","339","313","0","1.99","2.31","4","2015"
"HDDL","Haddock | large","6773","6773","1.99","2.56","4.07","4","2015"
"HDDP","Haddock | snapper","339","215","0","0.64","1.1","4","2015"
"HDDS","Haddock | scrod","16547","16472","0","1.57","2.35","4","2015"
"CADM","Cod | market","9821","9821","1.5","1.85","3.02","5","2015"
"CADS","Cod | scrod","576","576","1.19","1.42","1.53","5","2015"
"HDDL","Haddock | large","1327","1313","0","2.99","4.32","5","2015"
"HDDP","Haddock | snapper","3052","3022","0","0.85","1.03","5","2015"
"HDDS","Haddock | scrod","11562","11333","0","1.55","2.79","5","2015"
"CADM","Cod | market","3817","3817","2.25","2.76","3.67","6","2015"
"CADS","Cod | scrod","21","21","1.15","1.93","2.18","6","2015"
"HDDL","Haddock | large","649","649","2.11","2.9","4.07","6","2015"
"HDDP","Haddock | snapper","47","37","0","0.96","0.97","6","2015"
"HDDS","Haddock | scrod","3425","3425","1.02","1.78","2.33","6","2015"
"CADM","Cod | market","10226","7582","1.9","2.69","4.02","7","2015"
"CADS","Cod | scrod","56","45","0","1.93","2.09","7","2015"
"HDDL","Haddock | large","2805","2761","2.35","2.7","3.47","7","2015"
"HDDP","Haddock | snapper","842","641","0","0.89","1.44","7","2015"
"HDDS","Haddock | scrod","14695","14622","0","1.54","2.56","7","2015"
"CADM","Cod | market","7504","5489","1.5","2.33","3.72","8","2015"
"CADS","Cod | scrod","144","144","1.38","1.4","1.8","8","2015"
"HDDL","Haddock | large","3826","3504","0","2.31","4.42","8","2015"
"HDDP","Haddock | snapper","1611","1458","0","0.58","1.19","8","2015"
"HDDS","Haddock | scrod","21861","21285","0","1.37","1.72","8","2015"
"CADM","Cod | market","11711","11296","0","2.37","3.97","9","2015"
"CADS","Cod | scrod","12","10","0","1.21","1.61","9","2015"
"HDDL","Haddock | large","2004","1771","1.7","2.33","6.02","9","2015"
"HDDP","Haddock | snapper","277","237","0","0.64","0.73","9","2015"
"HDDS","Haddock | scrod","8927","8844","0","1.36","1.85","9","2015"
"CADM","Cod | market","5501","5201","1.41","2.26","4.52","10","2015"
"CADS","Cod | scrod","12","12","0.78","1.66","2.06","10","2015"
"HDDL","Haddock | large","3883","3657","0","1.94","3.62","10","2015"
"HDDP","Haddock | snapper","723","377","0","0.67","0.88","10","2015"
"HDDS","Haddock | scrod","9875","8303","0","1.22","2.55","10","2015"
"CADM","Cod | market","4458","4443","0","2.78","4.67","11","2015"
"CADS","Cod | scrod","3","0","0","0","0","11","2015"
"HDDL","Haddock | large","11573","11573","1.74","2.04","3.77","11","2015"
"HDDP","Haddock | snapper","1276","935","0","0.87","1.15","11","2015"
"HDDS","Haddock | scrod","22878","22562","0","1.46","2.87","11","2015"
"CADM","Cod | market","32821","29821","1.87","2.19","4.37","12","2015"
"CADS","Cod | scrod","8546","8546","1.15","1.23","2","12","2015"
"HDDL","Haddock | large","14344","14344","1.53","2.01","3.26","12","2015"
"HDDP","Haddock | snapper","4178","1809","0","0.79","1.01","12","2015"
"HDDS","Haddock | scrod","52727","42890","0","1.46","3.21","12","2015"
"CADM","Cod | market","13070","13070","1.78","3.02","5.47","1","2014"
"CADS","Cod | scrod","2238","2238","1.02","2.04","2.86","1","2014"
"HDDL","Haddock | large","3906","3906","1.67","2.45","4.52","1","2014"
"HDDP","Haddock | snapper","1489","1489","0.89","1.01","1.08","1","2014"
"HDDS","Haddock | scrod","14818","14818","1.17","1.5","2.94","1","2014"
"CADM","Cod | market","11270","10336","0","2.07","3.04","2","2014"
"CADS","Cod | scrod","798","798","0.94","1.47","2.12","2","2014"
"HDDL","Haddock | large","7219","7105","1.63","2.34","3.62","2","2014"
"HDDP","Haddock | snapper","714","714","0.5","1.28","2.03","2","2014"
"HDDS","Haddock | scrod","14922","14922","0.85","1.94","2.81","2","2014"
"CADM","Cod | market","26510","21232","1.4","2.02","3.07","3","2014"
"CADS","Cod | scrod","307","307","1.17","1.6","2.11","3","2014"
"HDDL","Haddock | large","5485","5485","2.34","2.66","3.77","3","2014"
"HDDP","Haddock | snapper","396","396","0.78","1.04","1.49","3","2014"
"HDDS","Haddock | scrod","14148","14148","1.03","1.47","2.52","3","2014"
"CADM","Cod | market","21853","21853","2.47","3.21","4.57","4","2014"
"CADS","Cod | scrod","563","563","1.27","2.09","2.45","4","2014"
"HDDL","Haddock | large","2538","2538","2.43","3.36","5.07","4","2014"
"HDDP","Haddock | snapper","1415","1406","0","0.42","0.75","4","2014"
"HDDS","Haddock | scrod","17892","17892","0.9","1.11","2.58","4","2014"
"CADM","Cod | market","24733","23533","1.51","2.49","4.87","5","2014"
"CADS","Cod | scrod","737","737","1","1.54","2.3","5","2014"
"HDDL","Haddock | large","955","950","0","3.96","5.72","5","2014"
"HDDP","Haddock | snapper","104","66","0","1.18","1.44","5","2014"
"HDDS","Haddock | scrod","2639","2639","1.16","1.84","2.69","5","2014"
"CADM","Cod | market","44360","43651","1.71","2.54","4.76","6","2014"
"CADS","Cod | scrod","588","530","0","1.99","2.65","6","2014"
"HDDL","Haddock | large","1010","1001","0","3.48","4.67","6","2014"
"HDDP","Haddock | snapper","99","99","0.6","0.75","1.08","6","2014"
"HDDS","Haddock | scrod","2800","2715","0","2.05","2.76","6","2014"
"CADM","Cod | market","34785","34185","0","3.01","4.77","7","2014"
"CADS","Cod | scrod","1140","1084","0","2.16","3.22","7","2014"
"HDDL","Haddock | large","917","917","2.24","3.39","4.82","7","2014"
"HDDP","Haddock | snapper","198","191","0","0.67","1","7","2014"
"HDDS","Haddock | scrod","4593","3779","0","1.78","2.75","7","2014"
"CADM","Cod | market","23767","22274","1.81","3.05","4.72","8","2014"
"CADS","Cod | scrod","296","273","0","2.17","2.67","8","2014"
"HDDL","Haddock | large","1391","737","0","2.6","3.77","8","2014"
"HDDP","Haddock | snapper","254","99","0","0.76","0.82","8","2014"
"HDDS","Haddock | scrod","6305","2337","0","1.58","1.82","8","2014"
"CADM","Cod | market","25827","22789","1.55","2.66","5.37","9","2014"
"CADS","Cod | scrod","1143","1108","0","2.06","2.34","9","2014"
"HDDL","Haddock | large","940","788","0","2.42","3.16","9","2014"
"HDDP","Haddock | snapper","1767","1763","0","0.83","0.89","9","2014"
"HDDS","Haddock | scrod","12568","12359","0","1.44","1.83","9","2014"
"CADM","Cod | market","46070","39474","1.41","2.3","4.42","10","2014"
"CADS","Cod | scrod","5888","5873","0","1.37","2.53","10","2014"
"HDDL","Haddock | large","1740","1604","0","2.24","2.82","10","2014"
"HDDP","Haddock | snapper","1192","1176","0","1.15","1.4","10","2014"
"HDDS","Haddock | scrod","13645","13494","0","1.64","1.86","10","2014"
"CADM","Cod | market","28438","24799","1.06","1.62","3.92","11","2014"
"CADS","Cod | scrod","1838","1676","0","1.4","2.13","11","2014"
"HDDL","Haddock | large","5232","4663","0","1.96","2.81","11","2014"
"HDDP","Haddock | snapper","2303","2290","0","1.23","1.42","11","2014"
"HDDS","Haddock | scrod","22359","22262","0","1.51","2.27","11","2014"
"CADM","Cod | market","13634","13489","1.99","2.9","4.91","12","2014"
"CADS","Cod | scrod","562","559","0","2.23","2.41","12","2014"
"HDDL","Haddock | large","9967","9617","0","2.17","3.92","12","2014"
"HDDP","Haddock | snapper","8931","8928","0","0.57","1.36","12","2014"
"HDDS","Haddock | scrod","58088","58080","0","1.23","3.08","12","2014"
"CADM","Cod | market","7813","7813","2.51","3.37","7.21","1","2013"
"CADS","Cod | scrod","205","205","1.7","2.88","6.41","1","2013"
"HDDL","Haddock | large","2006","2006","1.8","3.22","5.86","1","2013"
"HDDS","Haddock | scrod","1157","1157","1.5","2.44","5.06","1","2013"
"CADM","Cod | market","12186","11034","2.01","2.7","3.67","2","2013"
"CADS","Cod | scrod","97","97","1.51","2.02","2.51","2","2013"
"HDDL","Haddock | large","7565","7565","1.78","3.03","3.42","2","2013"
"HDDS","Haddock | scrod","5945","5945","1.61","2.99","3.42","2","2013"
"CADM","Cod | market","16906","16906","2.27","2.83","4.16","3","2013"
"CADS","Cod | scrod","286","286","1.32","2.13","3.03","3","2013"
"HDDL","Haddock | large","5554","5534","2.82","3.3","4.62","3","2013"
"HDDS","Haddock | scrod","3844","3844","2.32","2.87","3.32","3","2013"
"CADM","Cod | market","22529","21629","1.99","3.29","5.17","4","2013"
"CADS","Cod | scrod","822","822","1.42","2.01","3.52","4","2013"
"HDDL","Haddock | large","4146","4146","2.38","3.26","5.32","4","2013"
"HDDS","Haddock | scrod","2627","2618","2.37","3.02","3.87","4","2013"
"CADM","Cod | market","8631","8631","2.23","3.5","4.77","5","2013"
"CADS","Cod | scrod","211","211","1.99","2.33","2.95","5","2013"
"HDDL","Haddock | large","814","808","0","2.93","3.77","5","2013"
"HDDS","Haddock | scrod","1557","1546","0","2.46","2.71","5","2013"
"CADM","Cod | market","20975","20903","1.9","2.78","4.42","6","2013"
"CADS","Cod | scrod","220","217","0","1.87","2.4","6","2013"
"HDDL","Haddock | large","290","290","2.24","3.35","4.07","6","2013"
"HDDS","Haddock | scrod","1040","1028","0","3.1","3.72","6","2013"
"CADM","Cod | market","19286","19010","2.11","3.54","6.16","7","2013"
"CADS","Cod | scrod","291","285","0","1.89","2.64","7","2013"
"HDDL","Haddock | large","167","146","0","3.42","5.27","7","2013"
"HDDS","Haddock | scrod","287","155","0","2.3","3.15","7","2013"
"CADM","Cod | market","23317","23245","2","2.94","4.22","8","2013"
"CADS","Cod | scrod","383","374","0","1.99","2.12","8","2013"
"HDDL","Haddock | large","125","118","0","3.11","4.42","8","2013"
"HDDS","Haddock | scrod","310","308","0","1.83","2.41","8","2013"
"CADM","Cod | market","25508","25208","1.77","2.83","4.17","9","2013"
"CADS","Cod | scrod","1756","1750","0","1.95","3.92","9","2013"
"HDDL","Haddock | large","2223","2223","1.69","2.68","4.07","9","2013"
"HDDP","Haddock | snapper","24894","5133","0.5","0.93","1.33","9","2013"
"HDDS","Haddock | scrod","14624","14519","0.8","1.66","2.48","9","2013"
"CADM","Cod | market","21242","19639","1.51","2.39","4.62","10","2013"
"CADS","Cod | scrod","601","447","0","1.71","2.04","10","2013"
"HDDL","Haddock | large","1934","1930","0","2.33","4.62","10","2013"
"HDDS","Haddock | scrod","4824","4796","0","1.64","2.09","10","2013"
"CADM","Cod | market","12301","12255","1.83","2.61","5.52","11","2013"
"CADS","Cod | scrod","197","153","0","1.75","2.03","11","2013"
"HDDL","Haddock | large","491","487","0","2.51","4.37","11","2013"
"HDDS","Haddock | scrod","860","859","0","1.87","2.33","11","2013"
"CADM","Cod | market","26858","26611","1.73","2.65","4.67","12","2013"
"CADS","Cod | scrod","4577","4574","0","1.88","2.84","12","2013"
"HDDL","Haddock | large","4663","4650","0","2.96","7.07","12","2013"
"HDDP","Haddock | snapper","615","615","1.46","1.52","1.68","12","2013"
"HDDS","Haddock | scrod","7117","7117","1.07","2.44","3.02","12","2013"
"CADM","Cod | market","9535","9535","2.27","2.7","3.24","1","2012"
"CADS","Cod | scrod","62","62","1.6","1.92","2.44","1","2012"
"HDDL","Haddock | large","705","705","2.01","3.23","4.97","1","2012"
"HDDS","Haddock | scrod","409","276","0","1.7","2.1","1","2012"
"CADM","Cod | market","8739","8439","2","2.57","3.62","2","2012"
"CADS","Cod | scrod","164","164","1.6","1.98","2.37","2","2012"
"HDDL","Haddock | large","5602","5602","1.7","2.29","3.52","2","2012"
"HDDS","Haddock | scrod","3318","3318","1.36","1.96","2.12","2","2012"
"CADM","Cod | market","34374","34374","1.87","2.39","3.67","3","2012"
"CADS","Cod | scrod","119","119","1.28","2.05","2.4","3","2012"
"HDDL","Haddock | large","3297","3297","2.29","3.02","4.17","3","2012"
"HDDS","Haddock | scrod","1172","1169","0","2.56","3.47","3","2012"
"CADM","Cod | market","27236","26636","2.43","3.48","4.87","4","2012"
"CADS","Cod | scrod","200","197","0","2.28","3.03","4","2012"
"HDDL","Haddock | large","631","631","2.04","4.15","5.57","4","2012"
"HDDS","Haddock | scrod","557","557","1.19","2.31","2.77","4","2012"
"CADM","Cod | market","8759","8759","2.22","3.26","4.62","5","2012"
"CADS","Cod | scrod","134","134","1.38","2.23","2.8","5","2012"
"HDDL","Haddock | large","147","147","2.23","2.96","3.21","5","2012"
"HDDS","Haddock | scrod","125","125","1.48","1.98","2.43","5","2012"
"CADM","Cod | market","70080","70080","1.69","2.64","4.57","6","2012"
"CADS","Cod | scrod","1021","1021","1.56","2.3","3.57","6","2012"
"HDDL","Haddock | large","754","754","1.5","3.35","5.32","6","2012"
"HDDS","Haddock | scrod","1159","1159","1.64","2.48","3.62","6","2012"
"CADM","Cod | market","86950","80094","1.99","3.14","4.72","7","2012"
"CADS","Cod | scrod","1028","908","0","2.35","3.18","7","2012"
"HDDL","Haddock | large","1371","1371","1.55","2.56","4.02","7","2012"
"HDDS","Haddock | scrod","2055","2050","1.38","2.13","3.06","7","2012"
"CADM","Cod | market","79505","75205","1.07","3","5.32","8","2012"
"CADS","Cod | scrod","576","538","0","2.18","3.82","8","2012"
"HDDL","Haddock | large","2648","2648","1.74","2.49","4.72","8","2012"
"HDDS","Haddock | scrod","2305","2137","0","1.86","4.07","8","2012"
"CADM","Cod | market","41125","40826","2.25","3.43","4.62","9","2012"
"CADS","Cod | scrod","181","174","0","2.48","3.05","9","2012"
"HDDL","Haddock | large","963","963","1.7","3.27","4.72","9","2012"
"HDDS","Haddock | scrod","724","696","0","2.85","4.52","9","2012"
"CADM","Cod | market","24911","24721","1.97","2.93","4.57","10","2012"
"CADS","Cod | scrod","223","207","0","2.1","2.74","10","2012"
"HDDL","Haddock | large","1999","814","0","3.17","4.67","10","2012"
"HDDS","Haddock | scrod","3936","2477","0","2.73","3.87","10","2012"
"CADM","Cod | market","36974","35654","1.05","1.65","3.1","11","2012"
"CADS","Cod | scrod","203","194","0","1.81","2.1","11","2012"
"HDDL","Haddock | large","531","527","0","2.99","4.07","11","2012"
"HDDS","Haddock | scrod","339","339","1.93","2.49","2.81","11","2012"
"CADM","Cod | market","12916","12901","1.1","2.22","5.96","12","2012"
"CADS","Cod | scrod","192","192","0.98","2.15","3.85","12","2012"
"HDDL","Haddock | large","2607","2607","2.21","5.71","6.92","12","2012"
"HDDS","Haddock | scrod","455","455","1.71","3.34","4.42","12","2012"
"CADM","Cod | market","16511","16511","1.61","2.06","2.75","1","2011"
"CADS","Cod | scrod","23","23","1.37","1.5","1.65","1","2011"
"CASX","Cod | scaler","30","30","1.34","1.34","1.34","1","2011"
"HDDL","Haddock | large","695","695","1.44","1.82","2.05","1","2011"
"HDDS","Haddock | scrod","308","308","1","1.44","1.76","1","2011"
"CADM","Cod | market","1574","1559","0","2.36","2.77","2","2011"
"HDDL","Haddock | large","270","270","2.5","2.5","2.5","2","2011"
"HDDS","Haddock | scrod","55","55","2.09","2.09","2.09","2","2011"
"CADM","Cod | market","12429","11972","1.75","2.23","3.06","3","2011"
"CADS","Cod | scrod","41","41","1.34","1.43","1.93","3","2011"
"HDDL","Haddock | large","1167","1164","0","2.88","4.27","3","2011"
"HDDS","Haddock | scrod","489","489","1.02","1.85","2.9","3","2011"
"CADM","Cod | market","30452","30152","1.84","2.84","4.77","4","2011"
"CADS","Cod | scrod","132","132","1.08","2.12","2.8","4","2011"
"HDDL","Haddock | large","506","506","1.55","3.49","6.62","4","2011"
"HDDS","Haddock | scrod","350","350","0.79","1.35","2.17","4","2011"
"CADM","Cod | market","62354","58851","1.37","1.83","3.04","5","2011"
"CADS","Cod | scrod","606","597","0","1.38","1.57","5","2011"
"HDDL","Haddock | large","2675","2675","1.5","2.46","3.97","5","2011"
"HDDS","Haddock | scrod","2959","2959","0.93","1.81","2.48","5","2011"
"CADM","Cod | market","94735","88087","1.16","1.78","2.95","6","2011"
"CADS","Cod | scrod","709","670","0","1.39","2.25","6","2011"
"HDDL","Haddock | large","567","553","0","2.48","3.27","6","2011"
"HDDS","Haddock | scrod","449","444","0","1.69","2.4","6","2011"
"CADM","Cod | market","151197","150897","1.05","2.13","2.98","7","2011"
"CADS","Cod | scrod","542","542","0.99","1.75","2.33","7","2011"
"HDDL","Haddock | large","331","331","1.75","2.66","3.52","7","2011"
"HDDS","Haddock | scrod","1256","1256","1.04","1.89","2.32","7","2011"
"CADM","Cod | market","89438","87559","1.67","2.58","4.07","8","2011"
"CADS","Cod | scrod","84","84","1.16","1.88","2.81","8","2011"
"HDDL","Haddock | large","273","273","1.3","2.07","3.02","8","2011"
"HDDS","Haddock | scrod","504","457","0","1.36","1.79","8","2011"
"CADM","Cod | market","68892","66442","1.52","2.29","3.67","9","2011"
"CADS","Cod | scrod","156","156","1.26","1.74","2.02","9","2011"
"HDDL","Haddock | large","796","792","0","2.14","2.45","9","2011"
"HDDS","Haddock | scrod","1032","1027","0","1.69","2.05","9","2011"
"CADM","Cod | market","59485","58793","1.57","2.33","3.42","10","2011"
"CADS","Cod | scrod","280","280","1.3","1.93","2.35","10","2011"
"HDDL","Haddock | large","1515","1413","1.1","2.89","4.12","10","2011"
"HDDS","Haddock | scrod","827","827","1.35","1.99","2.76","10","2011"
"CADM","Cod | market","61083","59283","1.16","1.99","3.01","11","2011"
"CADS","Cod | scrod","50","50","1.19","1.63","2.18","11","2011"
"HDDL","Haddock | large","86","82","0","2.51","3.12","11","2011"
"HDDS","Haddock | scrod","88","88","1.42","1.98","3.13","11","2011"
"CADM","Cod | market","16012","16012","1.67","2.62","3.96","12","2011"
"CADS","Cod | scrod","124","124","1.34","2.73","3.2","12","2011"
"HDDL","Haddock | large","161","161","1.73","3.26","3.92","12","2011"
"HDDS","Haddock | scrod","143","137","0","2.17","2.6","12","2011"
"CADM","Cod | market","15306","15306","0.83","1.11","1.52","1","2010"
"CADS","Cod | scrod","26","26","0.71","0.89","1.4","1","2010"
"HDDL","Haddock | large","788","788","1.03","1.25","1.56","1","2010"
"HDDS","Haddock | scrod","319","319","0.97","1.02","1.12","1","2010"
"CADM","Cod | market","11513","11513","1.27","1.8","2.16","2","2010"
"CADS","Cod | scrod","9","9","1.41","1.57","1.65","2","2010"
"HDDL","Haddock | large","218","218","1.53","1.81","2.07","2","2010"
"HDDS","Haddock | scrod","80","80","1.31","1.55","1.87","2","2010"
"CADM","Cod | market","16966","16966","1.14","1.6","2.43","3","2010"
"CADS","Cod | scrod","36","36","0.97","1.2","1.99","3","2010"
"HDDL","Haddock | large","405","405","1.07","1.67","2.49","3","2010"
"HDDS","Haddock | scrod","184","88","0","1.14","1.72","3","2010"
"CADM","Cod | market","82442","81142","1.4","2.26","3.77","4","2010"
"CADS","Cod | scrod","463","463","1.05","1.53","2.51","4","2010"
"CASX","Cod | scaler","18","18","0.7","0.7","0.7","4","2010"
"HDDL","Haddock | large","849","849","1.26","1.92","2.52","4","2010"
"HDDS","Haddock | scrod","463","463","0.49","0.86","1.27","4","2010"
"CADM","Cod | market","16238","15139","0","1.7","3.77","5","2010"
"CADS","Cod | scrod","314","314","0.83","1.05","2.33","5","2010"
"HDDL","Haddock | large","434","434","1.5","1.9","2.6","5","2010"
"HDDS","Haddock | scrod","193","184","0","1.35","2.13","5","2010"
"CADM","Cod | market","46865","46865","1.21","1.78","3.57","6","2010"
"CADS","Cod | scrod","463","463","0.98","1.61","2.72","6","2010"
"HDDL","Haddock | large","2564","2564","1.24","1.96","2.23","6","2010"
"HDDS","Haddock | scrod","10815","10815","0.77","1.43","1.94","6","2010"
"CADM","Cod | market","96161","96096","1.08","2.02","2.81","7","2010"
"CADS","Cod | scrod","115","115","0.94","1.49","1.82","7","2010"
"HDDL","Haddock | large","3087","3055","0","1.61","2.73","7","2010"
"HDDS","Haddock | scrod","18638","18600","0","1","1.92","7","2010"
"CADM","Cod | market","71558","71507","1.37","2.39","3.23","8","2010"
"CADS","Cod | scrod","57","57","1.15","1.46","1.85","8","2010"
"HDDL","Haddock | large","407","403","0","1.5","1.76","8","2010"
"HDDS","Haddock | scrod","528","528","0.61","0.93","1.19","8","2010"
"CADM","Cod | market","64123","63639","1.01","2.22","3.52","9","2010"
"CADS","Cod | scrod","93","69","0","1.33","1.64","9","2010"
"HDDL","Haddock | large","1471","1467","0","1.67","1.82","9","2010"
"HDDS","Haddock | scrod","10546","10536","0","0.91","1.23","9","2010"
"CADM","Cod | market","57421","55496","1.34","2.3","3.87","10","2010"
"CADS","Cod | scrod","56","56","1.01","1.7","2.09","10","2010"
"HDDL","Haddock | large","496","496","1.33","2.12","2.3","10","2010"
"HDDS","Haddock | scrod","3842","3839","0","1.36","1.76","10","2010"
"CADM","Cod | market","41464","41464","1.3","2.12","3.1","11","2010"
"CADS","Cod | scrod","9","9","1.29","1.67","2.21","11","2010"
"HDDL","Haddock | large","430","430","1.13","2.59","3.01","11","2010"
"HDDS","Haddock | scrod","211","211","0.97","1.63","2.25","11","2010"
"CADM","Cod | market","30902","30902","1.07","1.92","3.77","12","2010"
"CADS","Cod | scrod","36","36","0.83","1.22","1.47","12","2010"
"CASX","Cod | scaler","89","89","0.89","0.89","0.89","12","2010"
"HDDL","Haddock | large","7020","7020","1.28","1.45","2.79","12","2010"
"HDDS","Haddock | scrod","36755","36755","0.99","1.13","1.73","12","2010"
